free_text,label_id
Phạm Văn Đồng bớt ngu đi đc rồi,hate
lớn mấy tuổi đầu rồi nói cho như thằng ko não ??? Vẫn cố làm trò ngu si của mik để câu view ??? Não cá vàng éo hiểu sao đc lm youtuber :)) bệnh hoạn vkl chửi cho càng bị bệnh nặng :)),hate
"Sua cap thi lien quan den bang thong quoc te, chu noi dia van bt. Ad ngu ngu :))",hate
Chị vàng ngọc ít mất dạy hơn chị ba,hate
Tuổi đó mà làm lãnh đạo ở VN thì chắc chắn là”rau sạch”của sếp....😂,hate
Loanh quanh đằng đít lại đằng đầu . Vẫn là một lũ xạo loz với nhau . Giờ khó kiếm ăn quay Ra cắn xé,hate
thông đít hàng ngày :),offensive
cái lồn má,offensive
Thằng này láo,hate
Hài lòng del đâu,offensive
"@Been 93 Nguyễn Thế bây giờ còn chửi ai không, tụi bây cũng ít rảnh lồn quá mà, vô cmt cũng đàng hoàng gì...nói trên đầu người ta không chứ đàng hoàng gì",hate
"Chú toàn ơi ,video con còn nha con ác phủ vậy chết luôn đi Cho đỡ kẹp đất 😡😡😡",hate
Đoạn đầu gay vl🙆🏻,offensive
Hicc :<< ừ thì mình hong có tiền mua rep nhưng mình đủ tiền mua brand Việt dùng sướng vl chứ hong phải hong có giày đi ạ :<<<,offensive
Bon oc cho .ng gjup caj nay nguoi giup caj kia....thay ng ta dc nhjeu ng men mo thj quay ra can dit noi xau..,hate
Nguyễn Hoàng Sâm lồnnn Sâm,hate
"Đã đi xem và thấy nó đéo gay cấn gì cả, chỉ có hiệu ứng âm thanh âm thanh là ghê. Có lẽ bộ phim mang tới cái triết lý nào đó",offensive
Con chó còn có ý thức....,offensive
Ôi đm 😂,offensive
Con này nó mà về VN thì tập xác định. Đúng là thật khó mà tha thứ được.,hate
quay lại như ỉa ra ăn lại,offensive
đập ngu như thầy thì mãi mãi cx dell lên đc +7 e thề,hate
Mấy thằg não cức,hate
địt cụ m thành lê nhé,hate
Con dĩ nào bên có gì chị ba có đó :)) đẳng ngang với di kkk,hate
"Cái page này phản động đấy, ad súc vật biết cc j đâu",hate
Ý thức như cđb 😀,offensive
đm may thay gê qá,hate
Giàu vậy sao đi lường gạt tiền người ta rồi hổng trả vậy chị ba? Miểng nó văng tùm lum luôn kìa,hate
rút con kẹc. rút rút quài,offensive
chỉ đứng dẩy là thành ca sĩ đc rồi. Thế mà đợt trước a Bảnh về đội chắc giờ làm ca sĩ nổi tiếng đéo phải đi tù ý nhờ,offensive
Suốt ngày đi làm ô xin như con chó bên mỹ mà bị đá dập mu hate lần rồi nên đi đái cũng khó sợ nó nhức,offensive
Vu Quynh Huong vãi lol,offensive
Giống thế đ nào dc,offensive
Nguoi dan ba dai loan dau co hoi han gi.vua dut nghiep  phan to quoc.xong lai di khau chien tren mang xa hoi.tinh nao tat nay.dung rac cua xa hoi.nhin cai mo chui cua co ta nhu cai dit vit.qua ghe tom nguoi dan ba dai loan.dung nen lay quoc tich vn nua .,hate
Nó đéo biết ngại à,offensive
Tại ngựa loz nhột chứ ai làm lozz j má mà sủa,hate
Thầy ba dơ lắm cô ơi,hate
tai bã như tai trâu mắt thì mù nên ai nói gì mặc kệ :v,offensive
A làm e nộp đơn xin nghỉ việc cmnr và cái kết dkmn rồi sml ra “Cực kỳ thuyết phục”,offensive
Em sẽ đến đơm cái lỗ nhị thầy đêm giáng sinh🙃,hate
con mẹ mày thằng chó đéo đáng làm bố. mẹ mày,hate
giống vcl :)),offensive
Dương Hiếu Dcm,offensive
già mà non :)),offensive
Du ma nguoi Vietnam sang my khung het tron,hate
3/ có một đệ nhất quốc sư như vầy làm sao mà không hẹn nhau Tấc nhiêng là đến mùa chuối sẽ cùng nhau về phụt cuốc!?,hate
Lựa cái đầu buồi ABe nè,hate
ThanhHuy Nguyen vcl,offensive
Đm hết hình lựa hay sao mà lựa ngay quả ảnh hãm loz thật...,offensive
"chửi cái qq gì, ko làm đúng quy trình thì bị loại đúng rồi",offensive
Châu Minh Đặng tâm thần có hệ thống,hate
"Không phải ai khuyết tật cũng bán vé số hay ăn xin , vẫn có thằng khuyết tật đầu ngoẹo sang một bên vẫn được làm quan thái thú cai trị một dân tộc đó !",hate
Dân đánh trộm => đi tù => oan quá tự tử.,hate
Đkm chúng nó bán hết rồi còn đâu mà của mình,offensive
Chương trình ln gì vậy ? :D :))),hate
"Biết thì thưa thớt, k biết ngậm cặc mà nghe. Cái mồm mày sủa gì tới quan lại tới thằng dân. Thế cái gia đình mày là phản động k thuộc nhà nước việt nam hay sao. Mày phán từ quan tới dân tao thấy gia đình nhà mày chắc chức sắc cũng to. Phán cái đéo gì c",hate
Toang xhate,offensive
Nguyễn Quang Huy thăng l nào chế cái này @@,hate
"Thời đại h làm j còn giang hồ. Toàn tụi lưu manh, chó sai cho công an. Vì đồng bạc bán rẽ lương tâm. Dùng từ Giang hồ thì xa xỉ quá.",hate
"KimThy Lê dáng quần sang trọng , lich lãm, làm tăng sự chú ý của cô ý vào con cu của bạn",offensive
Làm đường sắc ngoài bắc thì người ngoài bắc gánh mà trả đi nhé :),hate
Ngu cmm.,hate
Cho,offensive
"Cán Bộ, CA còn xuống cấp nghiêm trọng thảm hại.. Sao trách Dân đòi Dân phải ngoan, Thượng Bất chính Hạ ắt tắc loạn...",hate
dm việc gì rồi cũng đến tay tao - Sói said,offensive
Coi thôi cũng ức chế :vv đm chơi chắc đập luôn,offensive
"mà t cũng đ' hiểu, rõ ràng là bọn quan nó cũng dùng nước mà ? Hay bọn nó có nguồn nước riêng nên kệ mẹ dân ???",hate
đc vãi lồn a ơi,offensive
Tiên tri? Tao lao,offensive
vcl haha,offensive
Ý thức của nó thấp hơn điểm hóa của em.....😌😌😌,hate
Kg hiểu người có não kg lúc khỏe ăn chơi nhẩy múa sứ người chê bai đất nước đến lúc gặp họa thì chạy về quê hương đúng là lúc gặp họa mới biết đất nước nào là ân tình,offensive
"Tuổi offensive7 bẻ gãy sừng trâu, lên offensive8 thì càng lên level. Đề nghị các bạn đái nhẹ, ị khẽ, địt duyên! Khéo lại bể tường... 😓😓😓",offensive
Con mẹ mày trốn học thầy tao qua đây khịa cái gì đây 😁😁😁,hate
Nguyễn Nhật Long vl nắc,offensive
Có đéo đâu chỉ khoe của người khác thì làm cái lồn què gì,hate
Hàm ông này là ông nào mà bodoi vậy,hate
này là del có tí nhân phẩm nào nên nó thế :((,offensive
Thầy Lol bữa kêu ko reaction nữa sau vụ Hương Ly r mà😂😂,hate
Cà khịa vl,offensive
Tránh ra để t bắn chết mẹ nó......,offensive
Riêng lần này tao cười vào mặt cả lò nhà Diva haha,hate
"Mấy người lý luận, dịch k phải do chị Nhung đưa về đâu rồi ? Mấy ngày trước đã gặp chị Nhung để chúc mừng chưa ?",offensive
Con mẹ mày. Nhạ ơi. Nhòm vào bữa cơm hate5k của các cháu trường tiểu học hạp lĩnh. Tp Bắc ninh xem mày có đớp đc ko,hate
Xao lon qua,hate
Lê Chánh Huy vl nhật văn mình dữ v 🤣,offensive
Hiếu Bùi giỏi qá cc j cũng biết hết â,hate
"Trông như thằng điên, hãm",hate
Bọn kia đi đập chết mẹ dân rồi nhé,hate
abe moi' noi' cl gi` v ?,offensive
"Khùng ,,,",offensive
thoại cc nhá thầy,hate
Này là Đế quốc quẫy muốn chết chứ ở đó rẫy chết :)),hate
"Lâm Quốc Huy đại học là oke ông , còn cấp 3 thì coi chừng thầy cô nứng :))",hate
Ý thức không bằng cả Huấn râu gì. Chán,hate
Con chó diên dan chuong trình nghe muon ỉa ra quần,hate
Ở Việt nam người ta kêu bóng khùng,hate
Gia Minh thầy bị camp chứ đánh lủng cc đâu petland quăng mạnh vcl ra ấy :)),offensive
Cái mặt đàn ông cái tiếng đàn bà bán nam bán nữ,offensive
"Quốc sư Trần Dần đổi màu quay về với Cộng sản Việt Nam rồi ! Ông đã nhìn ra sự thật vì chính nghĩa ko thuộc về cờ Vàng ba que, họ là quân cờ của người Mỹ thôi. Độc đảng nó có cái hay của nó chứ ! Mỹ xoá ván cờ bỏ rơi VNCH thì phải ráng chịu thôi ! Chuẩn ! Kkkkkk",hate
Bọn đấy ngang với đa cấp đấy tàn mồm thầy cúng,hate
Anh độ dễ như phò ấy :3,hate
"xem công an và báo nó rãnh hơn nè ! thông báo người ta lên kiểm tra xe mang theo giấy tờ nhưng mà toàn bộ xe giữ chả có thông tin gì ....vậy mà cũng tốn mấy trang báo để đăng !... nói ngu thì kỳ nhưng chắc vậy gọi là "" đúng quy trình "" nhỉ !",hate
Nhìn ngok nghếch vcđ,offensive
"Chế độ tốt sinh ra con người tốt . Hết xả súng da đen , trẻ em , CS mỹ lại làm 3 cái trò này ..",hate
Nghe đến đoạn cuối thông đít nhau hàng ngày 😂😂 buồn cười vcl,offensive
dm ho chi minh,hate
Nhung Phạm giống mình đi kh quen nghe mùi máy lạnh là ói sml,offensive
"Cảm ơn nhà sư.những nơi # thì_,thà lang thang thế này còn hơn vào trung tâm BT cho các loại quỷ đội lốt người có cơ hội ấu dâm😭",hate
Địt con mẹ cnó vẽ rađể ăn chia với nhau ý mà. Làm cổng hatenormalnormalti để tế thằng tổ cnó ah,hate
Thôi anh im đi,hate
Dù ai nói ngã nói nghiêng đỷ này vẫn xạo lồn như xưa,hate
"Cái miệng cua con bong thuôi này chuoi ngta sẽ bị UNG THU hong,lưoi miệng cực kô?",hate
Em tổ tư vấn nhưnlol ấy độ ak 🤣🤣🤣,hate
Nói mấy người nghèo cho chết đói. V trc đó gửi đồ về cho minh hiếu làm từ thiện dell gì,offensive
"Tình hình dịch Covidoffensive9 đang rất phức tạp. Mọi người ra đường nhớ đeo khẩu trang, ai sống một mặt đeo một cái, hai mặt đeo hai cái, ai sống như cặc thì đeo bao cao su dùm 🙂",hate
Huy Hoàng xàm lồn ít thôi.,hate
thay im me mom di,hate
Con lon giả,hate
offensive lũ ăn cướp.,hate
Dm vtv mặt trời ^^,hate
sena cũng có có tuổi nhưng tiuooir lôn,hate
Minh Hieu Ali Chui Noi Bon Ngu NguCo Bang Cap,hate
Lê Hải Long K phân biệt dc gia súc và vật nui hả b . Có đi học k bạn ?,hate
sau vc ra,offensive
Từ bi mà chửi đụ má đụ mẹ,offensive
Hông cho tụi tui được nghỉ mà thắng... thắng cái puồi à,offensive
"Trào lưu khoe của này nọ dạo này đang nở rộ lên trên mạng , toàn là xl",hate
D m thắm ơi cho em vào lại không sợ chó Đi em sai rồi. Hôm sau em k giám chúc mừng năm mới nữa huhu,hate
T đọc mà t tức á,offensive
Hạnh fuck nhé đôi bạn trẻ 🤣,offensive
Ở với + sản..bạn đấu tranh họ cho bạn là phản động...khi + sản sai...nó sẽ rút kinh nghiệm..đậu xanh rau muống..,hate
Con bóng sa đéc,offensive
Xạo l*n quen rồi bạn ơi. 😄,offensive
Nguyễn Nam khựa story,offensive
Đm chúng mày,hate
"Lê Tấn Tài thế là cày view à , ngu lồn á mày",hate
Anh Phuong Trinh kệ MẸ NHÀ TÔI hihi,offensive
Bóng vcl ý em nói thầy sela còn anh dơ như chó nha :)),hate
Con này sao mà mất dạy quá,hate
Nhìn mặt k co tí gì gọi là phúc hậu...ác khẩu,offensive
Xạo lol để giựt tiền người ta,offensive
Dạo này vào đồn CA về hay bị TRÚNG GIÓ thế ......!!!,offensive
bà khùng điên  nang lắm rồi,hate
Nhìn ngu vcl:))),offensive
như buồi thầy ạ :)),offensive
Tphcm trong tương lai sẽ là thủ đô thì phải. Vì người ngu sẽ bỏ hết thủ đô hn quá,hate
Nguyễn Thuận clone sủa cc gì em,hate
Ngực nhỏ quá đi,offensive
Tưởng tưởng cc. Tưởng nhớ để sống lại à. Đm,offensive
thầy lồn,hate
mẹ nó sủa nge mà thối qúa trời,offensive
Cười vô mặt mày một cái... cặn bã ạ... hãy tự biến mất luôn đi,hate
Be de khung,hate
thế này thì bọn sán dây tuyên giáo rả rời tay chân cả lủ,hate
Thớt ăn nói mất dạy.. Mà thớt ngu thiệt hay gia ngu ấy nà,hate
Chúng nó đéo còn gì để làm mà nên mới sống nhanh với sống chậm :v,hate
Dân ngu cu đen thôi mà .,hate
"đcm cái bọn ""Animal"" ""TAND BT"" ăn tiền nên mới xử như vậy.",hate
Dạng như con mụ bộ y tế khóc khi bệnh nhân uống phải thuốc giả vậy á,hate
"má nó vào đọc vnexpress toàn lũ bợ đít cho chúng nó ko,chúc mừng đồ,lạy mấy cô hồn.",hate
Sa béo nhìn ngấy vl :)),offensive
Vl. bỏ 33 giây cuộc đời ra để cười. tốn thời gian mà đéo đc cl gì,offensive
mai tao xin đi làm dân quân xong t đi tìm ra mày giết mày ad ạ đồ phản động :v dlv dạo này hoạt động ghê lm,hate
3normalp rồi kêu chậm cái dmm,offensive
Đc vãi đái anh ưiii,offensive
Thầy câm mẹ mồm đi không em đấm cho bây giờ,hate
còn tư bản giãy chết m dám nói ko phải từ mõm của đảng đi,hate
ông già hay xaolon phết Tùng sói said :)),hate
Hải Yến Đ care cmt làm gì??? :))) Ô ai hỏi m à? :)))),hate
Nứng qá abe ơi :)),offensive
Đất nước sẽ đi về đâu vs những thằng ngu như admin page này -_-,hate
ĐM thằng thớt page này đúng là thánh tổ lái kiểu đéo gì nó cũng quay đc.Phi tên lửa bằng mõm ít thui k đang Lái Trên Đường bom nổ chết mẹ mày đấy.,hate
Hiếu Bến Tre hate tk trẻ trâu có khác hơ ?,offensive
Clm :))),offensive
Chiện là bạn bị mất 4normalnormal đồng tn vì thằng ad xl,hate
vay cho con cháu du học xây nhà mà :v,offensive
Vl,offensive
Dlv bữa nay hoạt động về mặt kinh tế nữa à. Hay đi nhầm bài?,hate
Sống như lồn ok,offensive
Đồ khùng ...coi chừng con cháu ông pà của pà .... ở địa ngục chờ pà.....đi  coi chừng xe pắt chó pắt,hate
Bộ tài nguyên và môi trường chết mẹ đau hết rôi?!,offensive
offensive ty ma ko bang mieng vai chui lon con nguoi an noi biet la do vo học ko co dao dục  thu do se bi qua bao se chẹt tham  ...,hate
Đm bọn thuyết phục xl,hate
"Nói thì hay, n lúc thực hiện thì chán vãi lồng.",offensive
My Trần ủa ụ á 😂,hate
"Nghe mà thấy nhục nhã, ăn nói vô học",offensive
Con này cũng xàm lồn lên chửi qua chửi lại chủ yếu nó ăn tiền nhà mạng . Con khùng thúi,hate
Nguyễn Trọng Thái xạo lol vừa thôi,hate
"Tôi thấy phản động ở khắp nơi mà nhiều nhất là mấy thằng bán nước, hút máu dân đen. Cứ sủa ra là luật , bọn chó",hate
Con nay het thuoc chua roi,hate
Be de roi lai con lam chuyện,offensive
Cút mẹ luôn đi chứ tạm cl,offensive
Gia Bảo ci l**,hate
Theo mình thì treo cổ lên chứ đừng nguyền rủa......,offensive
"Vũ Thanh Huyền chán vl câu mấy câu đầu chửi hay bao nhiêu thì câu cuối thối không kém 🤦 tiền người ta làm gì kệ mẹ người ta , núp gầm giường hay sao biết người ta không từ thiện . Mệt mỏi mấy nhà từ thiện online như này thật sự .",hate
"Không ăn thì bạn cũng không có quyền cấm và chửi người khác đâu ạ, thượng đẳng ít thôi",hate
Xờ lờ quá,offensive
Trinh ở ngoài đéo ai thèm ngó đâu anh cứ an tâm ở đấy,offensive
Địiiiiitttttttt...... Quả đấm thép đây sao 😟,offensive
Có cc ý :)) tin người vl,offensive
"Ý thức phải như thế mới đúng người biết bảo vệ cộng đồng, đâu như mấy cái loại trốn khai báo, khai báo sai rồi còn livestream khoe hay trốn cách li đâu, ý thức chuột cắn. Hãm",hate
Dần ơi là dần nay 3normal/4 ngày giải phóng mà dân 3 que goi là ngày quốc hận ko biết hôm đó lên máy bay Dần chạy cách nào vậy,hate
"Hà Nội sẽ đc đổi tên thành tp Mao Trạch Đông, đg biên giới VN sẽ đc mở rộng ra tới Tây Tạng. Giải phóng Đài Loan sẽ là nhiệm vụ hàng đầu của nhân dân xhcn, đế quốc Mỹ và bọn tay sai sẽ phải cút khỏi biển đông và biển nam hải. Cùng với Thượng Hải, Bắc K",hate
Cái thằng minh râu dâm dục chuyên ấu dâm các em thiếu nhi còn làm được cha già vĩ đại của mấy em bò đỏ thì nói chi đến mấy thằng bị tâm thần.,hate
Làm đéo gì có vụ thắng kiện phải trả án phí . Ngu người 😟,offensive
Mom thui qua  con nay loài kg an học mat dai kg so mot con nao tai sao len xin lỏi khóc nhu cho,hate
Méo hiểu thể loại fashion gì luôn 🙄 nhìn bẩn con mắt 😵,offensive
Nhìn bộ trên tường vs cái ghế là đúng kiểu bạo dâm,offensive
"Họ coi trọng cái sĩ của họ , thực ra nó là sĩ diện , còn thực tế họ là lu ăn cháo đá bát , thuong cảm cho họ , có não cũng nhu không",offensive
"Nên nhớ đất nước nầy, tài sản nầy là của dân tộc, nhân dân Viết Nam chứ không phải của cái đảng CS. Cái đảng nầy như cơ quan quản lý. Quản lý không xong thì để người khác quản lý chứ đừng lỳ cái mặt bám ghế làm cho đất nước ngày càng lụn bại tàn mạt. T",hate
Vải lông gì tỷ nổ lằn nổ lốn dell ai quan tâm,hate
"@Bé Hoan Banana tự nhiên kêu nó câm , m có vấn đề về thần kinh k",hate
"Tú ông ngu suẩn nhìn mặt và thái độ sặc mùi ""âm hộ""",hate
Trông vừa khít lỗ đít luôn 🤦🏼‍♀️,offensive
hủy thằng bố mày ý :)) ngu,hate
- cả hate cũng chỉ ngu như nhau thoii khỏi so sánh :)),hate
Tạ Thị Quỳnh ăn cứt,hate
Đậu xanh..,offensive
Ai giết dk con linh cá lóc tui ủng hộ offensivenormalnormalnormalnormalusd,hate
đắng =))),offensive
Thằng ad chắc theo công giáo nên suốt ngày thiên đường,hate
"chắc lão đại biểu này ít đọc báo nên hơi bị mù thông tin, bây giờ ra đường gặp trẻ trâu thì bị đấm lúc nào éo biết nhé",offensive
Stt ngu mức này còn cop lại được. Đm,offensive
"Đmm chúng nó cứ giết người kiều này, có ngày người nhà người ta đánh bomm chết cha lũ bác sỹ như mày.!!!",hate
Cón mẹ may ko day đk may ak ma ko co van hoa ak,hate
"Đừng nghe cộng sản nói, hãy nhìn cộng sản làm muôn đời vẫn không sai !",hate
Trại thương điên sẽ mang cho bạn mọi điều mong muốn,hate
Chôn sống nó đi,hate
Ý thức cộng đồng đ có thì ac sống làm chi z trời🥴,offensive
"nó xạo lồn , thèm chém chết mẹ nó",offensive
Bò đỏ nó yêu thương bố tàu còn không hết mà ghét gì chớ,hate
Gửi con ml nhungoffensive7 nhé =))),hate
"Ai ko biết nhục thì có thể cười thật tươi cũng được, đó cũng là offensive cách giải quyết khó khăn :)))))",offensive
Má nước mắt cá sấu kìa trời,offensive
"Thiếu! Ý thức của người VN quá yếu và quá kém. Giờ giấc cao su, cha chung ko ai khóc, thiếu tinh thần hợp tác...",hate
Nhìn giả tạo vcl,offensive
Chỉ cần kí offensive cái là đc cả trăm tỉ mà éo phải đi tù thì tội j ko làm - một a bụng bự cho biết,hate
Đcmm đi chết đi:)),hate
Dm! qua đợt dịch này thì thằng sống ích kỷ này chắc sớm gia nhập juventuts,hate
"chắc sắp tới bóng cười được đại chúng xã hội hoá ! khí vừa sạch, ai ai cũng cầm quả bóng tung tăng vui tươi .... quan trọng là ai cũng cười ngặt ngẹo trông rất là hạnh phúc và lạc quan ! đúng tin thần của đảng và nhà nước !",hate
Ba má đụ chi cho uổng công uổng nghệ uổng nghễ quần quân uổng công tuột quần tèo lên tuột xuống banh loz đau loz đẻ lớn chơi trò gì md ghê. Iu minh Hiếu,hate
Đụ con đĩ mẹ thầy nhá,hate
Thằng điên.,hate
PhẠm mạng m lag chứ chậm cc,offensive
thế đéo nào xin lỗi offensive câu là xong v?,offensive
Nhin c minh hieu con co duyen còn con di linh ca loc nhin mat  no muon cho no an dam,hate
Mày ngu vừa thôi ad :)),hate
Con khỉ trần dần vẫn còn răng à?,hate
Như  một  Con  điên...,hate
Lúc còn thời thì chửi ng ta. Hết thời rồi ra cái vẻ tiếc. Vớ vẩn vl :)),offensive
Bà bị nhiễm là đúng thôi chẳng có gì là lạ đất nước bà là thánh sống nên coi thường đại dịch mà cả thế giới đang lao đao chống trả . Kỳ thị khi đeo khẩu trang xem như một bệnh cúm bình thường khi nào chết mới trắng mắt ra đúng là ( nước đến trôn l ... mới nhảy),hate
Dạng háng bắt Sele buscu chứ gì thầy 😍,offensive
"Đm có mỗi con đường cho mays chị em buôn bán , con đường cho mấy anh em mua mượn .... vậy mà giờ biếc cố xảy ra ... không biết mấy chị em còn tâm trạng đứng không nữa ... hay lúc nó rớt xuống sợ rớt mẹ lồn ra đường thì khỏi làm ăn gì luôn .",hate
"Cái qq, đem clip đi kt liền",offensive
Mầm mống tai họa của xã hội,offensive
Thanh niên phân biệt vùng miền bàn phím vãi lồng. Giỏi thì ra hà nội kêu bắc kỳ giữa đường hoặc sài gòn kêu nam kỳ xem. Coi thử có đi răng hàm mặt chỉnh hình không. Đkm lũ phân biệt vùng miền. Đkm lũ phản động.,hate
đảng con bò,hate
Tùng hỏng :)))),hate
tây nó tưởng điên trốn trại,offensive
*Tham nhũng kì diệu*,offensive
Nghĩ đến chỉ muốn băm con chó đĩ ấy trận,hate
Tiệp là ai tao ko cần biết nhưng mày nói như lol,hate
”👎🏿”,offensive
"Uầy, thế mà có cái hội lúc nào cũng ngông ngóng cái lũ đu càng đó gửi tiền về đó, chậc chậc😞",hate
ăn bẩn ko chừa thứ gì kể cả bê tông.,offensive
Vl anh ơi 🤣,offensive
"Ciel Phạm thôi b ơi nói mấy nhiều ng vẫn cố chấp thôi. Bản tính ích kỷ cùng chung dòng máu VN mà ăn thua sân si. Bm ngta luôn muốn cái nào tốt đẹp nhất, tin tưởng VN điều trị thì phải đưa về VN chứ sao",hate
MvP cc gì tầm này :))),offensive
Vl fake,offensive
"Cc gì zậy ô già , để cho mấy đứa nó ngủ coi 😳😳",hate
Bọn cấp cao nó bắt đi chứ có muốn đi đâu sợ bỏ mẹ ra,hate
Loại mât đậy,offensive
Ad óc con chó vãi lồn,hate
Hóng dlv vào liếm,hate
Dụ má,offensive
Vậy là ngay gần nhà mình mà có những kẻ tồi tệ vậy sao! Hại người sẽ thành hại chính mình thôi.,offensive
Vl. bỏ 33 giây cuộc đời ra để cười. tốn thời gian mà đéo đc cl gì,offensive
Bán nước hoa 5normalnormalk như nước lã...Ko thơm tho gì hết...like trim thì chửi mắn cha mẹ người ta.. giờ khóc rồi hả.  Nhân quả đó e ơi....Bán hàng thật đi...,hate
Mày chửi thì mày nhắn mẹ đi :)) xạo lồn,hate
Tr oi tin dk hk kon di dag kiem khack,hate
Con đi gia,hate
phe Nguyễn Phú Trọng compat tổng Nguyễn Tấn Dũng =)),hate
Mai Anh Tuân Mua được mấy cái siêu xe cho các con du học bên bển rồi :v,hate
Bi benh ao tuong toi nghiep nhi,offensive
"đất nước mình như tảng băng chìm. Loạn lạc quá! ba mẹ đi làm quần quật kiếm tiền , các thuế phí xăng thì tăng vùn vụt mà lương thì không thấy tăng, con cái đi học thì bị bảo vệ/ thầy ..bạo hành, lạm dụng td. Bị phát",hate
Cụ này vừa bị lẫn vừa bị hoang tưởng rồi....,hate
Đuổi mẹ nó đi thầy,hate
"Các bạn đọc thông cảm bme của tg ad đi gặm xương rồi, k mang nó theo nên nó xàm lồn, ngồi liếm cứt của bọn Bốc Bãi Cứt ra ăn đấy",hate
Chúng mày đốt luôn đi cũng kệ con mẹ chúng mày,hate
Con mẹ nó,hate
Đấy Ông già xạo l*n của các bạn được tắm bồn Thái Lan đấy=))),hate
Tên bán nam bán nữ,offensive
"Ta ước gì có một lão Hitler tái sinh trên đất nước này, làm sạch hết lũ cặn bã dơ bẩn",hate
Lại mọc thêm offensive trang của viẹt tân ag. Đkm bọn chó đẻ,hate
TD yêu quỷ nói chả đúng gì cá,hate
Chửi cái l linh cá lon,hate
"Trần Vỹ không biết nhục mới đi đạo nhái, những thằng fan là nhục gấp đôi vì hâm mộ thằng đạo chất xám của ng khác",hate
Nguyễn Hoàng Sâm lol sâm nôn link :)),hate
Cái bọn trẻ trâu miền bắc hô hô miệng Việt kiều hàn mang bịnh dìa. R bảo viết thì nói chung chung Việt kiều.,hate
Bụng như con heo vậy mà bài đặt bán thuốc giảm cân. Uống đi rồi chết.,hate
cho e hỏi đường lên thiên đường cơm sườn sắp tới chưa ạ chứ dân trả phí cao quá,offensive
Nói cái gì vậy mà  cứ nghe đụ má đụ cha vs vàng,offensive
Dm nghĩ chán 🤤,offensive
câm mẹ m mõm lại nói nhiều,hate
Thật ra bình cứu hỏa china là dùng để xịt mấy thằng hút thuốc lá trên xe. Vừa tắt thuốc vừa chống hôi xe nữa . ĐMCS,hate
"Sẵn tiền ởVN thì cho người ta đi chứ qua Mỹ rồi tiền không dễ kiếm đâu . Ở VN dễ bị lường gạt vì với những người trình độ lớp ba trường làng như chị sức lan tỏa rất nhanh vì sự thiếu hiểu biết. Mũi thì bị lệch , miệng thì phun ra toàn Đ,M,C,L cộng với cái cười vô nghĩa, vô thức trông thật tội nghiệp",hate
Có khùng quá thì chết đi,offensive
Tưởng k có tuổi vs vong ba gà,hate
Tổ Sư Bố Con Thần Kinh :))),hate
À thì ra vì muốn ăn offensive5normal tĩ nên bán cái lương tâm vốn đã rách rưới để chê khoa học gia Nhật !,offensive
Cái con tinh trùng khuyết tật này xaolol mua ko xài được đâu,hate
"Ba mươi kg tiền nếu đốt thì cháy được khoảng bao lâu, nếu đốt từng tờ cũng không khỏi offensive ngày, thôi ráng đợi đến ngày lành tháng tốt rồi đốt cho cựu bộ trưởng xài nha,vì tới giờ phút đó bộ trưởng muốn xài thì cũng phải lấy lửa đốt mới xài được chứ phải o?",hate
Hightlight của abe là cái ngu của 5 tk kia đó abe :)))),hate
Thằng ad page nào đúng là Óc Chó 😒,hate
Lỗ đít nè chơi đi,offensive
Mui ba nay sua nhin ghe qua ma oi. Haizz,hate
Khóc con cak:)),offensive
Non quá thầy ơi,hate
"Con quỷ cái này nước mắt cá sấu, bán hàng dỏm lừa đảo có ngày xe đâm may",hate
Đm chú chửi ai thế? Mai nghỉ việc cho đỡ căng thẳng nhé!,hate
Con này thì có cdg mà ăn?,offensive
T k thích k ưa mẹ này.... Mà dx cái chưit ngta nghe hài vcl bù lại củng đỡ 😂😂,hate
Đỉnh cao trí tuệ của cán bộ đảng cộng sản Việt Nam là đây...,hate
Ủa nó đẹp chỗ nào vậy,offensive
Sài tiền âm phủ mang đời đúng roi  ta nói bê dê o vn ai cung xinh ai cung đẹp sao be de o tư bản no xấu ma no ao no nô banh xax sài tiền am phu mảng đời kkkkk,hate
Đổi cờ hay kỳ gì cũng không đổi cái rẻ rách 3/ đâu nha bác :),hate
Hỏng bồi thường cũng từ tiền của dân ra hết đm phải bỏ tù nó nếu nó lộng quyền thì mới đúng,hate
"Dit me cai quy trinh,vao cap cuu deo co tien,deo bao hiem thi nam do di.",hate
Tộc trưởng buồi to như lõi giấy vệ sinh,hate
Điên,offensive
nhà mày khôn vãi lòn,hate
Dang Khoa Nguyen đã bảo nói nhỏ thôi k nghe.ông thấy mấy đứa tự nhục vào sủa chưa,offensive
Ong Lân ôi ong xảm quá hi,offensive
Cho nó ngáp cho nó chừa Cho mày tin cs nhe con,hate
Ui giồi chửi kinh quá,offensive
Em mà đập đc thằng chính phủ như vậy chắc e đã làm rồi 😂,hate
"Kệ mẹ lồi báo, bé này dễ thương.",hate
Bóng già đeo vàng giả sửa như chó,hate
qua page Comcom xem dân VN cũng có nhiều thằng ngu tương tự đó :)))),hate
Nói í thức như đầu buooi thì lại tự ái.,hate
Những cái chó gì mà của bọn vc Hanoi nói hay ghi chép gì cũng là bố láo cả ! Vì kinh nghiệm hơn 7normal năm,hate
đù má thùng rỗng kêu to,offensive
Em sẽ đến đơm cái lỗ nhị thầy đêm giáng sinh🙃,hate
